funlo_seg_desc,EMAIL_THEME,DEPARTMENT,Unique Guids,Unique Households,THEME_SENT,THEME_OPEN,THEME_CLICK,THEME_UNSUBSCRIBE,theme_open_rate,theme_click_rate,DEPT_SENT,DEPT_OPEN,DEPT_CLICK,DEPT_UNSUBSCRIBE,dept_open_rate,dept_click_rate
New: Predicted Opportunity,Sale - Price & Item,Produce,90204,86211,718137,317833,11885,409,0.44257989770754047,0.016549766966470186,3996626,1883818,110461,3257,0.47135208548410584,0.027638563127998467
Bottom Non-Loyal,Seasonal,Produce,5092006,4818585,116958246,43303431,469490,59514,0.37024692555666405,0.004014167585926348,507928766,207967336,6818606,388943,0.40944193343835933,0.013424335175377722
Unreliable Pattern,Best Customer ,Grocery,2410232,2237846,53321007,21914706,1761960,52994,0.4109957263185221,0.03304438717745897,18678072,8842226,377470,6128,0.4734014302975168,0.020209259285433743
Moderate Loyal,Best Customer ,Fresh,2126951,1919939,48467151,21465149,2749482,38693,0.4428803541598721,0.05672877285483523,18957289,8333891,425529,4752,0.4396140714001881,0.022446722208011916
Narrow Consumption,Holiday,HBC,1437171,1278369,542513858,224555632,8159417,207672,0.41391685887588886,0.015040015807301277,637751677,206505494,16546623,423179,0.32380235356088294,0.025945244201999958
New: Predicted Non-Loyal,Sale - Prie,Multi Department,2098694,2040450,42054016,15855621,409075,33786,0.3770298893689487,0.009727370627337946,79367683,31584834,625918,31715,0.3979558531398731,0.00788630808335428
Moderate Loyal,Digital Coupons,No Department,2445598,2152827,3544360928,1968030954,228126954,889695,0.5552569261366149,0.06436335312180713,2427614888,1054068341,81757217,779589,0.4341991582809901,0.033678001154192956
New: Predicted Loyal,Sale - Fuel,Fresh,46023,42731,1593880,719017,87460,1165,0.451111125053329,0.05487238687981529,386085,168138,9624,115,0.4354947744667625,0.02492715334706088
Moderate Loyal,Sale - Fuel,Multi Department,2394143,2117164,104229860,46412124,5756183,82360,0.44528625482179485,0.055225853704495044,283366634,133166547,13862931,64224,0.46994434425896453,0.0489222418472882
Unreliable Pattern,Ecommerce,Produce,2373078,2205571,25435583,10952291,331346,9072,0.4305893440696838,0.013026868698075449,226968811,105698745,6602980,115926,0.4656972230426849,0.029092014761446672
Bottom Non-Loyal,Sale - Threshold Offer,Adult Beverage,4613720,4416755,101112900,50587426,627398,33141,0.5003063506239065,0.006204925385386039,520307374,231218357,7968057,250908,0.4443880070782929,0.015314134294779378
Moderate Loyal,Sale - Fuel Points,Adult Beverage,2007163,1833724,27563051,12090478,1263260,7427,0.4386480292040239,0.04583164614106036,252252755,123910352,13491129,77978,0.49121505927655773,0.05348258337158696
Narrow Consumption,Weekly Specials,General Merchandise,1572887,1370389,4152371647,1822886553,242968238,1099914,0.43899889219140503,0.05851312422276541,1185515756,484410012,48847912,994588,0.4086069793238581,0.04120393318500948
Moderate Non-Loyal,Sale - Fuel Points,Produce,1468238,1349454,7694035,3704545,244488,2530,0.4814827330522931,0.03177630463079516,134331996,67255251,5204612,65301,0.5006644210065933,0.03874439563899579
New: Predicted Loyal,Brand Savings, Fresh,16936,15162,706480,329343,29033,122,0.4661745555429736,0.04109528932170762,2604519,1345407,201926,1036,0.5165663986325306,0.0775290946236138
Moderate Loyal,Sale - Threshold Offer, Fresh,2144617,1943409,75979559,37190527,1392394,17290,0.4894806904578112,0.018325902628626732,329149393,155693305,16431344,141562,0.4730171414899131,0.04992062677144296
New: Predicted Non-Loyal,Digital Coupons,Adult Beverage,1722656,1677193,56606861,27571090,664856,20179,0.48706269015694054,0.01174514870202748,224183590,90723803,1815991,99479,0.4046852983307119,0.008100463553108414
Top Loyal,Savings - Fuel Points,Multi Department,3344749,2808828,148043340,66214315,10493174,114820,0.44726304472730755,0.07087906825122968,389582948,183992844,25100333,82225,0.47228156402779725,0.06442872597185645
New: Predicted Non-Loyal,Sale - Digital Coupon,Pharmacy,52680,50113,1991728,1120178,72524,2195,0.5624151490564977,0.036412602524039425,601777,319758,7050,182,0.5313562997588808,0.011715303177090517
Moderate Non-Loyal,Brand Savings,Produce,1323243,1191985,15684682,7773186,336956,4619,0.4955909211292904,0.021483126020661433,134247269,72514588,5706923,66976,0.5401568951097248,0.04251053330552296
New: Predicted Non-Loyal,Seasonal,Fuel,2720035,2636544,46979809,16664388,250856,30655,0.354713830360613,0.005339655595449526,270898179,103959993,2573608,202275,0.3837603980350123,0.009500277962370504
Narrow Consumption,Services, Fresh,1232493,1102329,17305871,6311949,302499,4015,0.3647287674801228,0.017479559393456707,178484348,89514705,11167747,68371,0.5015269182034943,0.06256989548461694
New: Predicted Opportunity,Holiday,Multi Department,99860,94636,49582776,19539448,588379,41389,0.39407733040199283,0.011866600611470402,148416045,63308446,3265662,70478,0.4265606592602572,0.022003429615713044
Moderate Non-Loyal,Brand Savings,Pharmacy,1644503,1497154,233855432,111033369,5720633,96054,0.47479491090033776,0.024462262651226335,737454126,350471748,22039034,415737,0.47524549072764966,0.02988529485832723
New: Predicted Loyal,Sale - Threshold Offer,HBC,121617,113647,29532077,14863656,608460,12279,0.5033054735703147,0.020603359526659773,52700280,20639756,1236010,48556,0.39164414306717155,0.02345357557872558
Unreliable Pattern,DEFAULT,DEFAULT,2886763,2611250,3421721633,1216889935,83554866,4182887,0.3556367424117694,0.02441895483085897,5533748953,2068661749,108776529,4361123,0.37382645410369053,0.019656932384153277
Moderate Loyal,Digital Coupons,Grocery,2455105,2166161,3586882919,1990187428,231190761,880824,0.5548515167467054,0.06445450443206953,2064296548,969445507,67007451,758593,0.46962511657506295,0.03246018652936293
Unreliable Pattern,Diigital Coupons,Grocery,2181815,2047138,42640165,19442296,1593919,25067,0.45596202547527664,0.037380694938680466,11171660,5500330,208958,2470,0.49234670586108065,0.018704292826670344
Unreliable Pattern,Holiday,Pharmacy,2625525,2420037,415650707,164212038,3276033,142176,0.39507219700218144,0.007881697167424763,1387692283,520180211,26520163,818934,0.374852708610184,0.019110982546265264
Bottom Non-Loyal,Best Customer,Fresh,5130250,4849278,3893806735,1561231810,65497928,4115412,0.40095256807860036,0.016821052624739475,1009243732,394341521,8730623,457835,0.39072972018220076,0.008650658630000786
Top Loyal,Services,Produce,3107045,2628880,45749802,18024471,1278027,11883,0.393979213287087,0.027935137293053202,327656793,167080008,22437609,140951,0.5099238336255095,0.0684789983890247
New: Predicted Opportunity,Ecommerce,Adult Beverage,17457,16641,163447,66506,1857,58,0.4068964251408714,0.011361481091730042,1746881,810395,58234,775,0.46390967673241623,0.033335985679619845
Bottom Non-Loyal,Seasonal,Fresh,5348659,5040072,3333314404,1203983868,15394631,1878618,0.361197211566725,0.004618415527058095,3241230140,1072257638,24890168,2475323,0.33081811277985956,0.007679235020318551
Unreliable Pattern,Best Customer,Fresh,2653301,2440702,1825463019,754225405,57254408,1780085,0.41316936971594714,0.03136432094437296,854501313,354935007,12311240,313589,0.41537093226210176,0.01440751443292399
Narrow Consumption,Best Customer,General Merchandise,1500797,1322783,914468179,402975584,54636376,667984,0.44066660082220316,0.059746612571851994,376484662,171370227,19006589,175597,0.4551851490831783,0.050484364752155564
Moderate Non-Loyal,Sale - Digital Coupon,Pharmacy,393750,358961,16768796,9913543,1200929,10594,0.5911899101163852,0.07161688889291754,1953187,883800,41400,522,0.4524912361182007,0.021196127150139746
Unreliable Pattern,Seasonal,Fuel,2671616,2456261,214937449,85501740,1386528,76158,0.3977982450140645,0.0064508442174727775,459353260,172811915,10629255,292187,0.3762070067816652,0.02313960937166311
Narrow Consumption,Sale - Fuel Points,HBC,1439857,1277391,713552263,276173546,34058464,492492,0.3870403897801106,0.04773086116608672,773444202,274526377,21986828,397364,0.35494011887363014,0.028427167652360266
Narrow Consumption,Weekly Specials, Fresh,1471186,1299119,192466454,84322732,11096655,46708,0.43811651457973033,0.05765500828523604,212240842,98900899,11974635,107032,0.4659842943894842,0.056420031541337366
Moderate Loyal,Diigital Coupons,Grocery,2009391,1834315,40629930,19736104,2571981,21723,0.48575284279347763,0.06330261952211091,14297995,7269036,492912,2481,0.5083954778274856,0.034474204250316214
New: Predicted Opportunity,Sale - Fuel,Gift Cards,1799,1654,44329,24225,4818,28,0.5464819869611316,0.10868731530149564,7274,3813,491,1,0.5241957657409954,0.06750068737970855
Top Loyal,Services,Adult Beverage,2740962,2402405,41745447,17526715,522298,7476,0.4198473428731042,0.012511496163881057,355047571,186754943,25658680,102530,0.5259997765200878,0.07226828767686458
Moderate Non-Loyal,Ecommerce,Grocery,1846206,1663731,1126151946,427080508,22983992,1140546,0.3792387958986842,0.020409316950201317,1152796072,521221003,27786782,474714,0.45213634541253017,0.02410381391375872
Moderate Loyal,Sale - Fuel Points, Fresh,1922919,1752581,21503810,10237729,892942,4599,0.4760890744477374,0.04152482746080811,304272660,149187386,15897125,125701,0.4903082189507266,0.05224631421041904
Unreliable Pattern,Best Customer,Grocery,2726745,2498895,1870345849,775597602,59043179,1800718,0.4146813822773373,0.03156805412836779,858770770,390147200,17523415,298418,0.4543088954925655,0.020405229907860045
New: Predicted Loyal,Sale - Fuel Points,Grocery,119836,111540,56782494,24224921,2093332,62746,0.42662657614158334,0.03686579881468398,36287654,17239835,1327071,13701,0.47508816634991063,0.03657086787699199
Unreliable Pattern,Sale - Fuel,Gift Cards,277059,251027,6869778,3700266,408895,4186,0.5386296325732797,0.05952084623404133,853336,425089,24503,163,0.49814961515745265,0.0287143633926144
New: Predicted Non-Loyal,Weekly Specials,No Department,3804010,3663723,6640060330,2483462129,61535526,4153422,0.3740119826591997,0.009267314292609748,3484958274,1245026685,29086327,3117528,0.35725727171217203,0.008346248279929908
Unreliable Pattern,Services,Fresh,2689735,2463171,1431143558,474837933,23312078,1242236,0.3317891698185599,0.016289126181428124,1744717533,708233794,23812904,743184,0.40593034723632826,0.01364857264834972
Narrow Consumption,Brand Savings,General Merchandise,1510624,1328803,1207259771,454299065,38815386,594043,0.3763059748306647,0.03215164369127314,904006663,406273345,40713490,583697,0.4494141045949348,0.04503671451368495
New: Predicted Opportunity,Sale - Threshold Offer,HBC,88881,85058,16717648,8130853,236366,8672,0.48636345256222646,0.014138711378538416,44986718,18281991,870156,43667,0.406386413874424,0.019342509049004197
New: Predicted Non-Loyal,Services,Multi Department,3811486,3670188,4088176575,1438332077,38558965,4348027,0.35182728793948925,0.009431824749399432,8915255306,3462608871,84610538,5395707,0.38839144277446,0.009490534493505395
New: Predicted Loyal,Best Customer,Adult Beverage,9584,9524,58594,34598,13665,11,0.590470013994607,0.23321500494931222,419405,227752,44399,118,0.5430359676207961,0.10586187575255421
Unreliable Pattern,Brand Savings,Pharmacy,2458620,2267897,338450125,155453859,6736770,141333,0.459310981197008,0.019904764402140493,1192147430,550513540,28649848,664368,0.46178310345390755,0.024032135018736734
New: Predicted Opportunity,Ecommerce,No Department,93372,88909,32032797,13018700,752492,38971,0.4064178348209805,0.023491298621222494,22195306,9276069,495712,13178,0.41792931352241774,0.022334091721916336
Top Loyal,Best Customer,HBC,3186932,2719365,1686956848,821649668,148910230,1053295,0.48706027600772395,0.08827151102089127,775631415,308476323,23453738,331706,0.39770993932730275,0.030238251760341606
Bottom Non-Loyal,Weekly Specials, Fresh,5394483,5077306,689432798,263776038,9258426,274175,0.38259862130899086,0.013429047801117231,719511416,293677035,10134958,535461,0.4081617448582637,0.014085889083377656
Unreliable Pattern,Services,General Merchandise,2765098,2524102,1408869845,471969005,23745170,951487,0.3349983014222297,0.016854055102584725,1943737136,777413306,43211606,1390585,0.39995804556156817,0.02223119844740158
New: Predicted Non-Loyal,Best Customer ,HBC,223915,216606,4978125,1905176,71686,4585,0.38270955430006276,0.014400200878844947,434417,166363,2387,241,0.3829569284811598,0.00549472051047726
Unreliable Pattern,Ecommerce,No Department,2721850,2482425,1525104662,550954889,24344212,1531619,0.3612571010552717,0.015962322197661735,2125130046,866079811,44923954,709463,0.40754202907731135,0.021139390544384594
Moderate Non-Loyal,Best Customer ,Fresh,1572464,1441748,35560249,15398238,1441682,32532,0.4330182839833321,0.04054195458530113,11227505,4877712,192391,3597,0.4344430931003816,0.017135685978318424
Narrow Consumption,Ecommerce, Fresh,1223761,1107447,24739256,11407394,365100,6255,0.4611049742158778,0.014757921580180099,189657286,92769159,11272353,76090,0.4891410235618367,0.05943538072141347
New: Predicted Loyal,Sale - Prie,Grocery,24249,22174,479572,226217,32634,249,0.47170602120223865,0.06804817629052572,168422,83037,7965,25,0.49302941420954505,0.04729192148294166
New: Predicted Loyal,Best Customer,Produce,9482,9424,127370,74587,29184,26,0.5855931538038784,0.22912773808589149,766000,407996,83965,241,0.5326318537859008,0.10961488250652741
New: Predicted Loyal,Digital Coupons, Fresh,49712,46215,1739495,930272,123088,486,0.5347942937461735,0.07076076677426495,5477319,2484438,257674,2752,0.45358650828991337,0.047043818335211075
Moderate Loyal,Sale - Fuel Points,Gift Cards,2215113,1988902,504770184,225948271,23021474,124394,0.4476260249951689,0.045607832494321814,3387466352,1633766452,137282572,1306758,0.4822974702126281,0.04052662306710346
Moderate Loyal,Brand Savings,General Merchandise,2427682,2146541,2046050998,802467567,55826011,856488,0.3922031111562743,0.027284760279469827,1416079865,624713924,56571898,956006,0.44115726763758484,0.03994965213349743
Narrow Consumption,Services,Adult Beverage,1117397,1014330,16017100,6487868,205803,4146,0.40505884336115777,0.01284895517915228,140017410,73219935,9251189,44575,0.5229345050733334,0.06607170494012138
New: Predicted Non-Loyal,Digital Coupons,Pharmacy,3119839,3024970,512724363,239194693,7167013,301667,0.4665171196477746,0.013978296170802401,1347993804,511367515,12699588,1052698,0.3793544996145991,0.00942110265070625
New: Predicted Opportunity,Sale - Threshold Offer,No Department,96228,91648,26958455,11037529,359302,21414,0.4094273577621566,0.013327989307992612,26517139,10976383,583786,21135,0.41393541739174805,0.022015421799463357
Moderate Non-Loyal,Best Customer ,HBC,1283624,1187946,29754221,13448614,1228460,24804,0.4519901226787285,0.041286915224565957,3995947,1834646,38810,1201,0.4591267101390484,0.00971234102954819
Top Loyal,Diigital Coupons,General Merchandise,2721405,2396811,56693910,28579595,4551867,16397,0.5041034389760735,0.08028846484569507,10651013,5174272,299683,1987,0.48580092804318237,0.02813657254948426
Unreliable Pattern,Sale - Fuel,Grocery,2430749,2260540,107052994,44984219,3482567,92822,0.4202051462474744,0.03253124335784574,38724789,17971559,714337,12043,0.4640841038539939,0.018446504640735422
Top Loyal,Best Customer ,General Merchandise,2277029,2019313,54877751,27903278,4236477,27569,0.5084624914749148,0.07719844422924693,7000906,3406372,167551,1791,0.4865615964562301,0.02393275955997695
Unreliable Pattern,Best Customer ,Gift Cards,337180,304466,8379822,4384787,454844,5229,0.5232553865702637,0.054278479900885725,1033803,495196,28289,197,0.47900422033985196,0.02736401422708195
Unreliable Pattern,Services,Multi Department,2883951,2609545,1819610163,608518179,33554299,1913133,0.33442227976828465,0.018440377879995386,13756228872,6165979489,364350810,4255364,0.4482318189362559,0.026486242224539807
Unreliable Pattern,Savings - Fuel Points,HBC,1852728,1732738,84286110,36431396,2909556,75459,0.43223487238881947,0.03451999386375762,10479825,4662940,86836,3152,0.4449444527938205,0.008286016226415994
Narrow Consumption,Brand Savings,Multi Department,1573614,1370705,1446992196,527919636,46862920,1054623,0.364839311130604,0.032386435897543704,7970724872,3828903342,455727715,1997838,0.4803707822672919,0.05717519075346652
Narrow Consumption,Sale - Fuel Points, Fresh,1181007,1069023,13702270,6671736,739676,3173,0.4869073518475406,0.05398200444159982,186308125,91343514,11187523,80438,0.4902819670371327,0.06004849761651565
Top Loyal,Seasonal,HBC,3318194,2806268,2477712241,1102403347,39173839,750350,0.4449279172770572,0.015810487736134166,1906519726,631277873,44562943,1104377,0.33111531152340146,0.02337397425910504
Top Loyal,Weekly Specials,Multi Department,3490994,2896847,9166086201,4201859529,602552047,2056058,0.4584137042636132,0.06573711328770429,17477452967,8744159790,1154781568,3600956,0.500310875189323,0.06607264629350726
Bottom Non-Loyal,Ecommerce,Gift Cards,4932617,4662449,917596169,360158123,8106984,496378,0.39250177274879183,0.008835023808823247,8459324838,3595977706,123011337,4515428,0.42509039135683324,0.014541507668250627
Moderate Loyal,Weekly Specials,Multi Department,2521929,2205694,6616625482,2897205072,323477944,1740269,0.4378674718527767,0.048888658558655894,12500447701,6021587458,618347202,3029423,0.4817097436852834,0.049466004481626205
Narrow Consumption,Best Customer ,Gift Cards,438293,382087,10949372,5814162,1017070,5975,0.5310041525669235,0.0928884323228766,1931710,966179,119520,314,0.5001677270397731,0.06187264133850319
New: Predicted Loyal,Sale - Fuel Points,Gift Cards,51862,47789,6400449,2865347,371221,2263,0.44767906126585805,0.05799921224276609,44807121,21291275,1842165,22045,0.47517614443472056,0.041113219481340925
Bottom Non-Loyal,Sale - Fuel,Fresh,4170965,3974740,185530305,77384315,3416350,182015,0.41709797760532974,0.0184139728547312,36693925,15193917,278936,15171,0.41407172985719026,0.0076016942859069995
Moderate Non-Loyal,Weekly Specials,Adult Beverage,1725959,1579306,196428117,86897854,6885880,46452,0.4423900983584748,0.035055470190145946,210103521,98470841,7405692,98957,0.4686777286326391,0.035247824333224764
Narrow Consumption,Diigital Coupons,Grocery,1224326,1112319,24847850,12057158,1764342,13454,0.4852394875210531,0.07100582142921823,7758473,3990202,298259,1340,0.5143024922558859,0.038443002895028444
Moderate Loyal,Sale - Fuel Points,General Merchandise,2421377,2143844,1281466651,475215232,51881549,892929,0.3708369871577719,0.04048607036282523,1311650375,587054829,50709738,746893,0.4475695964330434,0.03866101742242097
Unreliable Pattern,Sale - Price & Item,General Merchandise,2759026,2522842,1708541678,769564533,26960086,663553,0.4504218673206987,0.015779589311253547,2131193221,842005268,46721366,1781378,0.3950863111346205,0.02192263260769822
Moderate Non-Loyal,Holiday,HBC,1766590,1608458,671219385,272606632,6090267,275444,0.4061364109738875,0.009073437293531087,928723631,308627740,19806298,692266,0.33231386571663535,0.02132636377376727
New: Predicted Non-Loyal,Diigital Coupons,Fresh,758853,738184,15191472,6162210,183100,11748,0.40563613585306285,0.012052814895093774,2486746,938868,12987,1132,0.37754881278586555,0.005222487539941755
Narrow Consumption,Best Customer,Produce,453728,451814,5383514,3355320,1413213,1133,0.6232583401844966,0.26250753689876166,39880704,22038755,4581437,12027,0.552616999940623,0.11487853875397987
New: Predicted Loyal,Seasonal,General Merchandise,133001,123550,48784272,20450320,638321,29147,0.4191990402152563,0.013084565451750515,51267919,20323185,1416647,46815,0.3964113503417215,0.02763223137650662
Moderate Non-Loyal,Services,Pharmacy,1699047,1542577,185648910,69336426,3491497,60162,0.3734814602466559,0.018806988955658292,867118187,346705132,22038229,478284,0.3998360744796603,0.025415484682943225
Narrow Consumption,Sale - Fuel,Grocery,1333522,1198400,60500985,27273427,3831623,45654,0.45079310692214347,0.06333158046930971,26335324,12948260,951514,6176,0.49166890826936477,0.03613071173910752
Top Loyal,Services,No Department,3330376,2794265,2003060939,747701847,58815914,894477,0.3732796304106852,0.02936301779683399,3334273852,1508604609,134129525,773373,0.45245372034906267,0.04022750708360232
Narrow Consumption,Digital Coupons, Fresh,1319550,1187792,71121242,42188523,5802328,15036,0.5931915952761342,0.08158361463935064,201701599,96194168,11609000,92044,0.4769132643316328,0.05755531962837836
Moderate Non-Loyal,Savings - Fuel Points,No Department,1666870,1526331,74487373,31289459,2959936,69676,0.4200639348631613,0.039737419656349006,29745058,12031929,720625,10437,0.40450178311973706,0.024226713560282855
Moderate Non-Loyal,Ecommerce,Adult Beverage,1583887,1466401,18668211,7838901,177066,5493,0.4199063852449493,0.009484893865834279,174483370,85808182,6686688,57182,0.4917843001312962,0.03832278113381235
Moderate Non-Loyal,Digital Coupons,Multi Department,1937698,1732577,2732837498,1458338588,119288518,1056882,0.5336353109422974,0.043650058990810876,9509128918,4419542297,318290025,2850764,0.4647683647062739,0.033472048569822534
Bottom Non-Loyal,Sale - Prie,Fresh,4041155,3874374,73898043,31531451,1496668,60967,0.4266885795608958,0.020253147975786045,23992324,9495557,158538,8327,0.3957747903037655,0.006607863414982225
Moderate Non-Loyal,Holiday,Adult Beverage,1586882,1470326,32930782,14068689,294570,8232,0.42722000953393696,0.008945126174045913,148660107,70797108,5277808,58541,0.47623474399893984,0.03550251716151395
Bottom Non-Loyal,Best Customer ,Grocery,4607369,4381070,102663140,39809467,1766571,119333,0.38776786877938857,0.017207451476742287,23109662,10293473,255871,10986,0.4454185872558413,0.011072035584077345
Moderate Non-Loyal,Digital Coupons,Adult Beverage,1659525,1524718,104336928,59235898,4820442,20742,0.5677366502490854,0.0462007277040014,206710024,97371522,7290592,90381,0.47105370177887457,0.03526965871766335
New: Predicted Non-Loyal,Sale - Price & Item, Fresh,964878,941406,17865282,6834731,128215,12704,0.3825705633977678,0.0071767688861558415,103445629,44803211,1171622,79818,0.4331087879991527,0.011325969123354646
Bottom Non-Loyal,Sale - Prie,General Merchandise,4318290,4135231,77526187,32746958,1568862,53173,0.42239866640158635,0.020236542782634207,20801117,8422472,154272,7015,0.40490479429542175,0.007416524795279023
New: Predicted Non-Loyal,Services,Grocery,2843680,2752594,1502194539,574923067,16193112,1478760,0.3827221122656471,0.010779637110636574,714251679,282863544,7647958,555822,0.39602783208858233,0.010707651413165247
New: Predicted Loyal,Sale - Price & Item,No Department,132077,122596,41870706,17629597,938329,25627,0.4210484771859352,0.02241015472726923,52452382,22308577,1621278,33537,0.4253110373519357,0.030909520944158456
New: Predicted Opportunity,Sale - Threshold Offer,Produce,79741,76652,529578,274324,7134,235,0.5180049020163224,0.013471103406863577,3706763,1834792,108517,2906,0.4949849774587693,0.029275408220056153
New: Predicted Loyal,Sale - Prie,Gift Cards,7937,7097,178392,99023,20053,104,0.555086550966411,0.11240974931611283,56926,28819,3427,9,0.5062537329164178,0.06020096265326916
Narrow Consumption,Sale - Threshold Offer,Fuel,1446763,1285972,112053044,56846025,2434686,27497,0.5073135273326443,0.02172797733187864,231409183,93248537,11268973,139281,0.402959535966211,0.04869717292074792
Unreliable Pattern,Brand Savings,Gift Cards,2467336,2267152,736840312,342020029,13912113,229547,0.4641711690171479,0.01888077073611575,4307090655,2143621135,123886416,2160555,0.4976958477787136,0.02876336393249192
Top Loyal,Sale - Digital Coupon,Grocery,2703158,2374760,321253205,161942262,25409621,197151,0.5040953972739354,0.0790953073915636,118765411,58115449,5660354,16463,0.4893297510670005,0.04765995378907079
Moderate Non-Loyal,Digital Coupons,HBC,1862541,1679112,2475451565,1353154946,109953647,718255,0.5466295382757772,0.044417611943863664,1521946855,512479194,34715952,1280870,0.336726077074485,0.02281022618230648
Unreliable Pattern,Weekly Specials, Fresh,2695093,2466601,344564335,140021144,9069409,99524,0.4063715532253215,0.026321380592103358,378021958,164913703,10364125,220486,0.4362542955771897,0.02741672746957202
Moderate Non-Loyal,Weekly Specials,HBC,1934332,1730555,4828449209,2051280275,167995117,1527721,0.4248321119701355,0.03479276880180599,1645748241,554580307,39039561,1506227,0.3369776088370736,0.02372146603436655
Moderate Loyal,Brand Savings,Fuel,2249735,2006533,172580115,75473623,5139243,49853,0.4373251402689122,0.02977888269456768,296505286,133704652,15608203,159139,0.45093513779717237,0.0526405556223372
Moderate Loyal,Sale - Threshold Offer,Multi Department,2521979,2205719,2016559035,975403038,46100876,946513,0.483696743348751,0.022861158636994727,12897793768,6218392641,638916691,3101610,0.48212839752703357,0.04953689774333194
New: Predicted Loyal,Seasonal,HBC,131261,122262,41642148,17605852,510491,21415,0.42278923748121733,0.01225899778272725,59374797,20642532,1268125,54014,0.3476648854900506,0.021357967758609767
New: Predicted Opportunity,Sale - Price & Item,Fresh,94760,90340,23967814,9580713,390677,15426,0.39973244952585163,0.016300068082971606,32620407,13389906,483906,23309,0.41047636223545586,0.014834456234712216
New: Predicted Loyal,Brand Savings,Grocery,120351,112002,59209876,24298470,1789162,54196,0.41037866723449984,0.03021729010207689,36152657,17393397,1325004,13680,0.48110978399181004,0.036650252289893936
New: Predicted Loyal,Brand Savings,Fresh,118074,110097,53472592,21001920,1644598,53484,0.3927604631546569,0.030755905754484465,31725448,13906159,745891,14287,0.4383282152548327,0.02351081062748113
Top Loyal,Sale - Prie,HBC,2520820,2232557,52628162,27817579,4481282,27153,0.5285683167122576,0.08514988610090544,12384627,6319390,321706,1763,0.5102608257802193,0.02597623650675955
Top Loyal,Sale - Price & Item,Fresh,3369950,2836669,2349859392,1177293441,70105139,710587,0.5010059091229234,0.029833759091573764,2794043015,1283881000,80172088,844825,0.4595065262443714,0.028693934763921305
Moderate Non-Loyal,Savings - Fuel Points,HBC,1296839,1197648,59641771,26556954,2454866,52080,0.4452744034042852,0.041160179499029295,7727050,3522171,75630,2352,0.45582350314803194,0.009787693880588323
New: Predicted Non-Loyal,Sale - Fuel,Multi Department,2612122,2524140,128511978,48471455,1271045,107272,0.3771746085800656,0.009890478847037901,189439133,72601139,1725936,104010,0.38324256372098153,0.009110768048120237
New: Predicted Loyal,Sale - Price & Item,Multi Department,138128,127227,92103570,36483006,1659884,66382,0.3961084896057775,0.01802192900883212,334683968,150126734,12454684,140687,0.4485626691267148,0.037213267412916536
New: Predicted Opportunity,Ecommerce,Fresh,88667,84606,28380653,11607527,732729,36604,0.40899435964352193,0.025817904894577304,22568707,9067907,358615,14737,0.4017911615406235,0.01588992227157719
Moderate Loyal,Ecommerce,Gift Cards,2305616,2051373,759551464,329013495,17714256,330101,0.43316814013803284,0.023321995729837734,4029787863,1831646104,160577742,1793357,0.45452668137136626,0.039847691109093995
Moderate Loyal,Sale - Fuel Points,Produce,2020213,1825268,14687427,7179562,657405,3231,0.48882367211084693,0.04475971182699325,199216559,102397775,10880896,83690,0.5140023274872447,0.05461843159332955
Bottom Non-Loyal,Seasonal,Fuel,5239081,4947227,351540701,129888494,1401135,155194,0.3694835153668309,0.003985697804021845,1157794520,440100432,13912487,782706,0.38011963642736885,0.012016369709540516
Top Loyal,Diigital Coupons,Fresh,2842341,2490019,58298370,29111486,4673982,32855,0.49935334384134583,0.08017345939517692,26306543,12860665,532379,5916,0.48887704477171323,0.020237512773913318
Moderate Loyal,Sale - Digital Coupon,No Department,2015863,1840046,227220169,110630370,14487591,166813,0.486886223555269,0.06376014534167519,145808320,61805244,4585278,27339,0.4238800913418384,0.03144730012663201
New: Predicted Opportunity,Sale - Digital Coupon,No Department,20062,19160,2225172,935963,72598,2231,0.4206250123585952,0.032625792523004966,857428,361429,16624,350,0.4215269387050575,0.019388216853193505
Moderate Loyal,Digital Coupons,General Merchandise,2476356,2179096,3567312608,1979856790,229893726,861203,0.5549995213651878,0.06444451363316013,1677009767,688322743,61787844,1341200,0.4104464723728708,0.03684405733100301
Moderate Non-Loyal,Brand Savings,Gift Cards,1646731,1492447,502096638,240465337,11870713,154851,0.4789224201098913,0.02364228736381222,2660428384,1368440755,94004032,1299740,0.5143685743355834,0.03533417120541441
Narrow Consumption,Sale - Threshold Offer,General Merchandise,1521748,1338554,1069140893,528248785,24489781,359533,0.49408715769699774,0.02290603713724006,1023657940,426667751,41024572,788371,0.41680695701925585,0.040076445848698246
Unreliable Pattern,Services,Produce,2342619,2148190,20345261,7280278,355957,8032,0.357836549749841,0.01749581880517532,214576073,100690311,6617257,118662,0.46925227772250266,0.03083874593976748
Moderate Non-Loyal,Savings - Fuel Points,Grocery,1693182,1546392,76890325,32649581,3098712,69311,0.424625347857484,0.04030041490915795,26641442,12798122,657477,8188,0.4803839822183799,0.024678731729311048
Moderate Non-Loyal,Sale - Threshold Offer,Multi Department,1936972,1732313,1433514823,658181186,24012152,886528,0.45913803990012875,0.016750543220577497,9508826385,4419495628,318284908,2849139,0.4647782438189926,0.03347257538554796
Bottom Non-Loyal,Sale - Digital Coupon,General Merchandise,2779217,2661459,300394801,132962594,7262703,280160,0.4426261491789267,0.024177192733771714,73651533,30144319,606171,21700,0.40928298125172763,0.008230256388553379
